number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 6 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
1870.0664251426167	223.90869489654278	0.08489100065963318 0	60 	30
1401.5400372116449	537.8253046035366	1.7611496091922663  0	60 	30
2341.4682275338105	-3959.615589503627	1.5774072969762651  0	60 	30
2311.947652266037	-1679.2680758752936	0.16925600306999133 0	60 	30
-2268.7058174856234	-3061.4699509620623	65.45243781932379   1	60 	30
1795.38066046141	-810.1929188029343	0.2335560812016657  1	60 	30
3945.2963744341073	3933.0165756474294	1.4395453769712063  0	60 	30
-3674.348384768395	-2949.5740324050425	0.8118934701203859  0	60 	30
3899.2525795769157	2881.155982470441	1.0747551288917334  0	60 	30
1079.2834969658745	3993.7385007496287	0.3185683617593385  0	60 	30
