number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 10 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
3734.3661347809357	-4731.412364299157	0.4076913973196977  0	60 	30
-5551.950295209856	-3887.644403423586	1.3113881322661776  0	60 	30
-7032.289883591862	7905.96091450572	1.2636161920283093  0	60 	30
-1977.2870964340411	-4437.086721383423	0.7297462715990732  0	60 	30
-970.975138746461	-4088.696113483037	1.0372687930582587  0	60 	30
644.065417825545	2756.7035893645857	0.6333870861466689  0	60 	30
3171.1847869711096	-4807.077257763686	0.39174338704591083 0	60 	30
5085.765799729293	1944.868702056422	0.4353932927700943  0	60 	30
-5356.053770890973	6909.641263014141	40.06738953045428   1	60 	30
-4128.451294396017	1357.387527048091	1.4010240972897072  1	60 	30
