number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 10 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
1849.1622013450099	-445.6791636878337	1.800193792626068   0	60 	30
-721.9244831575121	-3372.359146158969	2.709933806902676  1	60 	30
2119.05277986955	3114.705809433636	2.09845103992046   1	60 	30
-3512.219360598064	-1565.6540406761624	1.524636227598045  0	60 	30
-1410.453278859834	289.3040219478243	2.3264684305774    0	60 	30
-2851.352168124422	974.9967935395867	0.007330978811648237    0	60 	30
2930.883022155353	2249.951432739315	2.311104550433466  0	60 	30
3178.6577093883297	1344.8274369425083	1.8322672681498022  0	60 	30
470.9357087552967	-1006.4957616595086	2.4283368007571493  0	60 	30
2429.0021718013527	-3946.89497482118	1.2913725561132214  0	60 	30
