number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 10 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
3741.574529161308	-2280.7351716838552	18.984801863165487  1	60 	30
-3154.882513026633	6339.834422317474	1.8735899504841114  0	60 	30
3588.3832195907016	-7852.1690824800235	1.0308550639000282  0	60 	30
2250.8310846318104	4957.821550610358	1.638295533555254  0	60 	30
2617.6992409725567	1415.2191509656027	41.64643716763617   1	60 	30
-7742.644583397391	-6738.018314253953	0.7585983299654148  0	60 	30
-7022.995560421188	2987.5908135122304	2.326495846512853   0	60 	30
1612.7678279576332	-7860.152196573975	2.15601846789183    0	60 	30
3040.4249516177697	5475.479580469829	2.234976472389455   0	60 	30
3730.3213861554827	-6448.440929651631	1.9229544278767463  0	60 	30
