number_truck 4
number_drone 4
droneLimitationFightTime(s) 3600
Customers 100 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
11025.773341451322	-16544.51059236824	0.5913953420134227	0	60 	30
-8031.26917624431	16766.943532612615	1.7013334314953756	0	60 	30
16972.56061530349	15469.260698190326	1.172257412877891	1	60 	30
-3726.8671334802657	-22336.531799083834	0.8497716544073242	1	60 	30
-13945.801718461582	-22133.56968758717	0.7909345310586119	1	60 	30
-4188.143845913837	10094.736762614297	1.6066550730974671	0	60 	30
9232.72474846534	6263.343687733375	1.5267732417687283	1	60 	30
23444.53420979166	5636.527982351625	0.3262665960015382	0	60 	30
-10188.135066304381	7728.976287489239	1.3647956773226289	1	60 	30
-12589.88570969225	-6681.8013840425865	18.77532400580117	1	60 	30
-8454.676280857362	996.1800470516428	0.2495402898367169	1	60 	30
-19938.478325883443	-20548.394241677368	1.344050465228054	0	60 	30
21658.46735293203	-22202.19330040178	35.94129427918609	1	60 	30
-14225.033901979783	-2194.655624942397	0.1607548736155459	0	60 	30
-10981.224869745542	2931.6888072471434	34.196907274228536	0	60 	30
-153.94594160822078	7456.105106056691	0.9673801458295228	0	60 	30
10396.66587923063	-20840.11056892894	0.1430188947809105	1	60 	30
-10995.581068386073	11923.849119880317	1.5274673617353893	1	60 	30
-5459.9151787314395	11807.638028262965	21.847965074111492	1	60 	30
5294.390112398291	12782.459855453666	0.8317915295268943	1	60 	30
4713.2578499977235	2542.0838696887326	0.6136215617419344	0	60 	30
4654.193340029002	2371.4365593506873	36.75708605793186	1	60 	30
15600.915560812158	10700.29283957589	2.061462688687051	1	60 	30
-4236.6780991203805	19183.015570341944	1.6287333432078364	0	60 	30
10004.715873689465	-12493.560154396668	39.710732411790346	1	60 	30
-1929.946173543688	11887.246058056773	1.5052126687624443	0	60 	30
20979.720746705818	11164.926082708613	1.0319148176301816	0	60 	30
-24094.264001415002	-5767.560667173358	0.45152998601711625	1	60 	30
-21469.531587011697	-9728.24424722686	2.3534843937986323	0	60 	30
-24057.23511475108	19522.08814590317	0.6633107296609997	1	60 	30
4541.368365047408	-12328.936717916049	1.9112000966113996	0	60 	30
-16881.442735350152	-1757.373895792559	2.2526722028825055	0	60 	30
-22965.924876515393	11498.345423135293	2.4115440939850337	1	60 	30
-12175.78171289635	22130.643259087756	2.2197738507483664	1	60 	30
-2826.856518176352	15154.537267907672	1.948774098291476	1	60 	30
-3258.380990925187	-12894.217977817636	1.662435613102657	0	60 	30
-23391.389167315392	-9020.610778678178	2.3733702034982898	0	60 	30
21464.57125279653	23263.50896402887	1.3507766823580367	1	60 	30
2716.96387130303	6182.360724557445	1.0108538894261498	0	60 	30
-5450.766419756404	17410.641396889907	39.673294751384624	0	60 	30
13151.231468851804	-6620.993302215003	0.5454326500527793	0	60 	30
9231.848105546487	1879.5810599888407	1.5500724100233967	1	60 	30
-21401.39085907344	-10803.340817507074	0.007923227817997203	1	60 	30
-12446.662022266655	8926.213448908855	1.158864048759226	0	60 	30
18342.27294677156	-18486.919343205598	0.432406333439076	0	60 	30
18034.469214768706	-18420.42100782992	2.194681691389966	1	60 	30
-18145.233409855962	-13628.59245298469	1.8710664106110764	1	60 	30
