number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 6 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
7457.199318175164	12365.595763217207	0.7304917939797619  0	60 	30
4372.919149935887	14485.000688269623	0.8616267298458944  0	60 	30
-5308.151964880803	15275.426016037389	0.9498250498274505  0	60 	30
15029.940045955915	-11031.275061654407	36.30419832738373   1	60 	30
5190.923194578532	-4108.904170462012	2.1717727838522505  1	60 	30
-4605.260970543463	14267.586512291968	1.0332181283445752  0	60 	30
-3096.445870230105	-2773.495333644458	0.81126558058619   0	60 	30
2853.57577874698	-12609.108102910368	0.058893115419802466    0	60 	30
-4834.346361115331	-16072.939357447083	1.7929845671744733  0	60 	30
11355.940354930543	-10545.402935562377	67.56717259591206   1	60 	30
