number_truck 1
number_drone 1
droneLimitationFightTime(s) 3600
Customers 6 
Coordinate X		 Coordinate Y 		Demand		OnlyServicedBytruck		 ServiceTimeByTruck(s)		 ServiceTimeByDrone(s)
7465.84939143161	-4005.719605644434	2.363391487171488   0	60 	30
812.0241048582443	13883.223566932025	1.1989477909743322  0	60 	30
-11875.472816607993	15677.798115578875	49.926412737739106  1	60 	30
791.5542469324448	6679.991152511266	0.24486885735779534 0	60 	30
15934.707970619469	8933.169667254471	1.9458947721303053  1	60 	30
-8231.937355708496	15748.672132025344	1.338635715458552   1	60 	30
3982.6657128991383	142.73063965977337	2.0047928802513613  0	60 	30
-7751.397595530258	7811.746147262513	0.191227376912515  0	60 	30
-1195.9476063317109	14392.947294970383	0.27364852316183297 0	60 	30
-11400.41185286139	-600.2690836020415	2.2966380684252026  0	60 	30
